"value","quantile","type","forecast_date","target","target_end_date","location"
273.225,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
278.925,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
281.925,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
284.5,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
285.33125,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
285.5,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
285.66875,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
287.725,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
296.25,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
304.575,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
306.825,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
307.725,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
323.625,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
346.125,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
360.125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
364.625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
367.2125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
284,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
216.55125,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
218.3625,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
221.5125,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
228.7,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
239.5,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
248.925,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
255.225,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
261.225,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
265.875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
270.125,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
271,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
271,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
271,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
271.35,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
273.05,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
274.925,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
277.475,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
280.175,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
283.5,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
287.1,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
291.55,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
296.95,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
300.055,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
242.55125,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
244.3625,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
247.5125,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
249.7125,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
251.0625,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
252.275,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
253.175,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
254.15,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
255.4625,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
256.7375,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257.0875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257.5125,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257.9625,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
258.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
258.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
259.9375,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
261.2875,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
279,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
315,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
335.7,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
257,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
167.90625,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
187.3125,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
221.0625,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
237.475,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
238.375,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
239.55,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
241.35,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
243.375,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246.4125,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
249.5375,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
251.9875,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
253,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
254.0125,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
256.2,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
258.05,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
260.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
263.7125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
267.7625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
270.5625,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
272.8125,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
294.6125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
338.2625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
363.36125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
256,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
229.4175,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
234.075,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
242.175,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
247.925,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
254.225,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
259.55,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
260.4875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
260.9875,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
261.99375,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
262.5,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
263.00625,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
265.0625,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
270.6625,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
276.2875,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
279.8875,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
283.0375,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
287.75,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
293.15,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
301.525,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
313.225,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
319.9525,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
119.6625,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
148.125,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
197.625,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
222.6625,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
225.8125,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
228.6875,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
230.9375,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
232.8125,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
233,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
233.325,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
237.30625,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
239.5,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
241.69375,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246.2875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
249.5875,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
253.075,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
259.6,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
266.8,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
272.4375,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
277.3875,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
292.9625,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
320.4125,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
336.19625,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","US"
246,NA,"point",2022-01-24,"3 week ahead","2022-02-13","US"
205.18125,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
209.0625,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
215.8125,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
219.2375,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
219.6875,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220.075,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220.4875,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220.9375,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
221.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
221.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
221.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
222.15,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
223.025,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
224.6,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
232.25,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
241.25,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
256.1875,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
273.7375,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
287.675,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
297.575,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
303.2675,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
191,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
191,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
191,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
194.325,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
200.625,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
206.7875,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
212.6375,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
217.7375,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
219.4625,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
220.7875,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
221.6625,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
222,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
222.3375,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
224.4375,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
231.7125,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
239.3625,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
247.0125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
254.6625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
259.8125,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
263.8625,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
275.1375,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
294.4875,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
305.61375,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
218,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
165.945,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
169.05,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
174.45,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
181.0375,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
188.6875,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
194.1375,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
194.5875,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
194.9625,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195.525,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
198.075,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
200.7,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
202.65,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
204.45,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
206.25,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
208.05,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
211.3375,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
216.2875,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
219.13375,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
195,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
277.70875,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
280.0375,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
284.0875,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
287.1875,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
289.4375,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
291.4125,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
292.7625,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
294.3375,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
296.925,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
299.5,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
300.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
300.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
300.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
301.15,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
302.025,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
303.2625,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
307.5375,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
312.4875,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
316.1875,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
319.3375,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
397.2875,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
558.8375,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
651.72875,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
301,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
306,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
306,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
306,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
306.475,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
307.375,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
309.925,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
316.225,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
321.7,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
323.4625,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
324.7625,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
325.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
325.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
325.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
327.4625,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
334.7125,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
341.8375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
344.2375,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
345.5875,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
347.875,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
350.575,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
356.0375,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
364.5875,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
369.50375,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
319,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
274.23625,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
275.0125,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
276.3625,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
277.7125,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
279.0625,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
280.4125,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
281.7625,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
283.2625,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
285.4375,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
287.5875,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
288.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
288.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
288.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
289.15,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
290.025,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
291.15,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
294.3,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
297.9,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
300.25,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
302.05,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
303.425,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
304.325,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
304.8425,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
298,NA,"point",2022-01-24,"4 week ahead","2022-02-20","US"
247.4175,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
252.075,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
260.175,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
264.95,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
266.75,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
270.3375,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
277.9875,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
285.0375,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
289.3875,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
293.5125,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","US"
